Gen,IdMember,Fitness
60,61,0.5966311088454637
74,78,0.6377433122378607
74,17,0.6688073843873245
75,61,0.5920074438730027
63,14,0.7072370843089412
73,76,0.6075794832283966
70,63,0.6196824882410847
67,84,0.7109166645939459
75,13,0.5649191635263839
74,47,0.5633563115142095
73,91,0.5417752456120541
75,10,0.6399224090573443
73,2,0.610898389468982
63,24,0.6321160980876125
72,56,0.6043584413777789
73,84,0.5073232501840746
63,61,0.5880772698677538
71,75,0.715543553561124
74,64,0.5930170785140735
75,12,0.6349227613363433
70,27,0.6926984751719492
75,87,0.6408442163440384
74,75,0.5441874246039504
70,74,0.6591151657507381
72,51,0.6114695134465573
75,72,0.49080287019776675
75,58,0.4737485159728768
64,83,0.7525767623549656
75,83,0.7241433156555419
75,15,0.8194857695504056
71,15,0.7420978326828095
75,39,0.5973292981158616
71,37,0.6635340901552311
70,17,0.6781204772533294
73,45,0.6133040969551243
75,100,0.5645271344357369
71,89,0.6452797493635671
73,72,0.5282217622186088
72,11,0.7346771735142991
71,50,0.65182894946557
75,32,0.5377519279720844
75,85,0.4505860026426038
71,78,0.6781124992754118
74,88,0.5870918477808609
75,27,0.5391400028409278
74,31,0.7173012750380225
74,15,0.5219229594990936
73,34,0.6266472489048402
75,11,0.603386796812516
70,100,0.5923976891390923
75,35,0.5580054212178956
72,23,0.6798780924182161
73,33,0.5867118719241844
74,2,0.5687171028716989
74,68,0.6677386523764076
61,97,0.631695799165009
75,67,0.6200049544852164
74,71,0.609292523103281
69,47,0.7055504620879341
74,58,0.5975796010259201
70,9,0.5794021185065913
74,20,0.559173551714956
74,5,0.5543670805487118
75,44,0.5598134128084603
70,65,0.7026442707473081
70,95,0.661953248818079
75,43,0.4419428706947158
74,42,0.5564250145263352
73,26,0.5040557612421307
74,43,0.6851699342642058
73,100,0.6715287939901969
62,76,0.7725611680626965
72,69,0.653565370961079
74,11,0.5819635639302126
74,87,0.6267198429833953
74,69,0.6225783781321372
74,86,0.58229304107831
74,13,0.7407598479429761
73,19,0.5100736601918952
75,55,0.5141349655841821
70,86,0.6359859891290024
73,18,0.6405868298062313
71,64,0.7013034220168712
67,3,0.6837388497050177
74,56,0.6784914974995538
75,62,0.469109107370714
71,55,0.6841406219457048
73,78,0.5892227055903893
73,22,0.7018330316316588
74,4,0.5731540125061099
73,93,0.5613556229230959
74,73,0.6782588207168335
68,31,0.6048912464271531
75,3,0.4855731728880084
74,84,0.5380534082285265
73,95,0.6668632077379998
59,82,0.784718330617123
74,65,0.46353877062895277
73,9,0.5178985266688376
75,63,0.5698846378209502
73,50,0.673880005506552
75,37,0.6760753807396926
67,72,0.6653890139772294
73,32,0.5909110237326848
74,80,0.6082510853808267
73,52,0.6567095765446348
68,24,0.6287745499109753
75,47,0.5426272012408818
74,39,0.6207767971179815
74,92,0.6315720444834139
65,60,0.702080967882187
72,97,0.638423579768135
75,60,0.6753500504702178
69,36,0.5848198518731426
69,50,0.7080904665561168
75,93,0.6841293177796506
75,94,0.5655417984806413
75,99,0.6444930489358731
75,95,0.602339988512655
74,9,0.6570701734853595
71,8,0.5664335518089268
72,99,0.580982093728454
72,57,0.706777256490955
72,60,0.69431461441154
74,6,0.4955142020666015
72,10,0.4946599691816276
75,80,0.5565244684418315
74,32,0.7384222092608005
75,96,0.6037258754809933
75,19,0.6355570751653121
66,21,0.6796420338151122
75,73,0.5682543197796529
75,66,0.589836130144364
74,12,0.6378300020594415
75,82,0.4711252061619166
75,30,0.5802176316911599
68,20,0.5752287610917814
74,27,0.5116770363706001
71,94,0.6334458022787952
75,46,0.5833760014263559
64,78,0.6365387975964727
67,40,0.5748347756747567
74,93,0.5348978678835298
57,25,0.6873392930020493
71,6,0.6805975803918071
72,3,0.6767032497519787
73,41,0.662187300947823
74,1,0.6234457171272793
66,5,0.748121825270604
68,15,0.7058066683636562
75,22,0.6722906973473874
75,21,0.4745109710058943
75,28,0.45475719563990763
72,63,0.5679848107398889
74,54,0.5722274992725017
75,48,0.686930683618604
75,9,0.526510391280488
71,14,0.5488868846892676
74,100,0.6138846539245855
75,89,0.6137558832534552
74,53,0.45609976882244857
70,57,0.6258208573454719
74,55,0.5164835377782341
73,6,0.6344961799081938
71,92,0.6436134709090812
62,61,0.6674709768317072
75,98,0.6384978120099906
68,22,0.7988451624198227
75,51,0.5668263938034608
67,65,0.6681665295838397
72,24,0.5386871348197055
70,22,0.6195399478074703
75,74,0.5593547771267111
75,57,0.537972157245859
75,91,0.5633043512049247
75,1,0.6176462134079277
73,24,0.5769970531209916
60,18,0.7799098282725181
75,17,0.5785893055818867
71,7,0.5587148788837891
75,33,0.635871082563911
72,37,0.6250970194314062
70,18,0.5723803676521194
58,94,0.6850961202947322
75,38,0.49909498204635666
74,91,0.6203845128579955
75,34,0.5256328689507829
75,29,0.47622811832126083
75,86,0.6601772576465248
75,56,0.555720370421478
75,59,0.5442287195604162
71,24,0.5362106971745573
69,16,0.4904883259867169
73,61,0.5658525169271598
75,24,0.5638968917626045
69,63,0.7175611173426952
75,52,0.6513816402386564
71,79,0.6322113867928212
69,3,0.6004663818300743
75,7,0.5445909933437786
