Gen,IdMember,Fitness
1,1,-0.9875129282482226
1,2,-0.8700706262128677
1,3,-0.9212257024021729
1,4,-0.4665376226583124
1,5,-0.781994671994672
1,6,-0.9913189955469367
1,7,-0.7883927463332498
1,8,-0.8891540363822973
1,9,-0.6449233716475096
1,10,-0.9509615384615383
1,11,-0.5676070473644004
1,12,-0.8779782839709309
1,13,-1.0714081751581754
1,14,-0.6695779710485592
1,15,-0.9184016860332649
1,16,-1.0378074050132873
1,17,-0.8228010015510016
1,18,-0.9231255419298897
1,19,-0.7575529606052862
1,20,-0.8363351390891169
1,21,-0.566996537002729
1,22,-0.5826412957527507
1,23,-1.0548758186258187
1,24,-0.8647222222222222
1,25,-0.8369938248885618
1,26,-0.6994416857652153
1,27,-0.7339204261961738
1,28,-0.7219290577843209
1,29,-0.7203111240611241
1,30,-0.7144407675657675
1,31,-0.9349249069643806
1,32,-0.8303354978354976
1,33,-1.220218253968254
1,34,-0.9209797065679419
1,35,-0.7309750502765209
1,36,-0.8829592653934759
1,37,-0.9036004273504276
1,38,-0.9846502109002108
1,39,-0.7423373473331759
1,40,-0.7168264205764207
1,41,-0.8488301282051282
1,42,-1.0365721778221777
1,43,-0.7330466755466756
1,44,-0.8656124581939799
1,45,-0.7270446950710107
1,46,-0.7230176767676768
1,47,-0.9234009046509047
1,48,-0.8354626623376624
1,49,-0.5998325135476839
1,50,-0.6929929267886584
1,51,-0.698896627167952
1,52,-0.8306570512820513
1,53,-1.015
1,54,-0.7467613636363637
1,55,-0.7979615705931495
1,56,-1.113234126984127
1,57,-0.6015141518386954
1,58,-0.9669021739130436
1,59,-0.9759996582365001
1,60,-0.85881875434507
1,61,-0.9059628280216516
1,62,-0.8496492728286207
1,63,-0.6360871964068896
1,64,-0.9217890555101723
1,65,-0.798110231271996
1,66,-1.1091941391941391
1,67,-0.7231021813435606
1,68,-0.8156705967958237
1,69,-0.6276068401842396
1,70,-0.6029343989343989
1,71,-0.6331952068742426
1,72,-0.9254100212652844
1,73,-1.073611111111111
1,74,-0.9595715395715395
1,75,-0.9065374902874902
1,76,-0.46457600384651476
1,77,-0.8847222222222223
1,78,-0.7713675213675214
1,79,-0.98873112998113
1,80,-0.8890915334665335
1,81,-0.9703759883906942
1,82,-0.7439000868412633
1,83,-0.5757707999587794
1,84,-0.7457416159430226
1,85,-0.8082753189252241
1,86,-0.9015344565344565
1,87,-0.4953266178266179
1,88,-0.8596774875451345
1,89,-0.7321579254079256
1,90,-0.8564169164169165
1,91,-0.6375685425685427
1,92,-0.6779603239897358
1,93,-0.6584236596736597
1,94,-1.0426569264069265
1,95,-0.706476787101787
1,96,-0.7664928821178821
1,97,-0.7058518895728197
1,98,-1.0581833444333446
1,99,-0.88237012987013
1,100,-0.5910857753357753
2,1,-0.8276296620046619
2,2,-0.7390265984015983
2,3,-1.009861111111111
2,4,-0.7870809582574289
2,5,-1.0953481240981242
2,6,-0.9013759157509156
2,7,-0.9952242202242202
2,8,-0.965348817848818
2,9,-0.9810314195608314
2,10,-0.893447064631275
2,11,-0.9829170829170828
2,12,-0.39389437443697767
2,13,-0.5922606516290727
2,14,-0.7248511904761905
2,15,-0.524088693957115
2,16,-0.6521301939748232
2,17,-0.7752260686883449
2,18,-0.6422453703703703
2,19,-1.0018500797448167
2,20,-0.8131697746697746
2,21,-0.6082419432419431
2,22,-1.0494405594405594
2,23,-1.1663275613275612
2,24,-0.9006182179889077
2,25,-1.0739646464646466
2,26,-0.8916738816738816
2,27,-0.7020812496890083
2,28,-0.5901535472588104
2,29,-0.9698096348096348
2,30,-1.188059163059163
2,31,-1.0612797619047618
2,32,-0.911740830853734
2,33,-0.9978256302521009
2,34,-0.8913005241884552
2,35,-0.7481917600525909
2,36,-1.052396214896215
2,37,-0.8133691600796865
2,38,-0.6416405068959248
2,39,-1.041953463203463
2,40,-0.8737304362304364
2,41,-0.7414127539127539
2,42,-0.5444042232277526
2,43,-0.9133223684210527
2,44,-0.8271175464320626
2,45,-1.048164613164613
2,46,-0.9636079198579199
2,47,-0.8201574569221627
2,48,-0.6495379673608574
2,49,-0.9617386779886778
2,50,-0.6154593685300208
