Gen,IdMember,Fitness
1,193,0.4191524775827869
1,193,0.4191524775827869
1,193,0.4191524775827869
1,193,0.4191524775827869
1,193,0.4191524775827869
1,193,0.4191524775827869
1,193,0.4191524775827869
8,62,0.4230574924274078
8,62,0.4230574924274078
8,62,0.4230574924274078
8,62,0.4230574924274078
8,62,0.4230574924274078
13,22,0.4662014618245161
13,22,0.4662014618245161
13,22,0.4662014618245161
13,22,0.4662014618245161
17,38,0.43281717074743126
17,38,0.43281717074743126
19,34,0.4988227532873381
19,34,0.4988227532873381
19,34,0.4988227532873381
19,34,0.4988227532873381
19,34,0.4988227532873381
19,34,0.4988227532873381
19,34,0.4988227532873381
19,34,0.4988227532873381
19,34,0.4988227532873381
19,34,0.4988227532873381
19,34,0.4988227532873381
19,34,0.4988227532873381
19,34,0.4988227532873381
19,34,0.4988227532873381
19,34,0.4988227532873381
19,34,0.4988227532873381
19,34,0.4988227532873381
19,34,0.4988227532873381
19,34,0.4988227532873381
33,62,0.41214550553698664
38,28,0.4110405831152299
40,9,0.44640611499114496
41,45,0.47024108945987514
41,45,0.47024108945987514
41,45,0.47024108945987514
41,45,0.47024108945987514
41,45,0.47024108945987514
41,45,0.47024108945987514
41,45,0.47024108945987514
41,45,0.47024108945987514
41,45,0.47024108945987514
41,45,0.47024108945987514
41,45,0.47024108945987514
41,45,0.47024108945987514
41,45,0.47024108945987514
41,45,0.47024108945987514
41,45,0.47024108945987514
40,9,0.44640611499114496
40,9,0.44640611499114496
40,9,0.44640611499114496
40,9,0.44640611499114496
40,9,0.44640611499114496
40,9,0.44640611499114496
40,9,0.44640611499114496
41,79,0.4363285649549853
41,79,0.4363285649549853
41,79,0.4363285649549853
41,79,0.4363285649549853
41,79,0.4363285649549853
41,79,0.4363285649549853
61,84,0.4219886654922551
47,5,0.38317514072483744
71,21,0.3983412564726676
71,21,0.3983412564726676
71,21,0.3983412564726676
74,76,0.45323609942987453
74,76,0.45323609942987453
74,76,0.45323609942987453
76,95,0.4183325506006204
76,95,0.4183325506006204
76,95,0.4183325506006204
78,26,0.39671539142707407
78,26,0.39671539142707407
82,93,0.44504524289082886
82,93,0.44504524289082886
82,93,0.44504524289082886
82,93,0.44504524289082886
82,93,0.44504524289082886
83,94,0.43625126469894965
83,94,0.43625126469894965
83,94,0.43625126469894965
83,94,0.43625126469894965
83,94,0.43625126469894965
83,94,0.43625126469894965
83,94,0.43625126469894965
92,10,0.4077730755683049
92,10,0.4077730755683049
90,73,0.4017627144296554
90,73,0.4017627144296554
98,31,0.4340340539972323
98,31,0.4340340539972323
90,73,0.4017627144296554
101,68,0.42670319193441647
101,68,0.42670319193441647
101,68,0.42670319193441647
101,68,0.42670319193441647
105,86,0.4988691054120349
105,86,0.4988691054120349
105,86,0.4988691054120349
105,86,0.4988691054120349
